City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Yellowknife,CA,2021-10-03 20:01:00,62.456,-114.3525,53.42,49,3,8.99
296,Tchollire,CM,2021-10-03 20:04:36,8.4022,14.1698,74.48,83,100,4.56
297,Deputatskiy,RU,2021-10-03 20:04:36,69.3,139.9,15.73,93,100,5.12
298,Caraballeda,VE,2021-10-03 20:04:36,10.6112,-66.8522,86.07,70,40,4.61
299,Denpasar,ID,2021-10-03 20:04:36,-8.65,115.2167,76.71,88,20,2.3
300,Adrar,MR,2021-10-03 20:04:37,20.5022,-10.0711,95.43,11,12,4.83
301,Asfi,MA,2021-10-03 20:02:44,32.2994,-9.2372,69.31,80,96,11.61
302,Tommot,RU,2021-10-03 20:04:37,58.9564,126.2925,22.84,94,20,2.71
303,Uhlove,UA,2021-10-03 20:04:37,44.8215,33.6045,54.57,68,58,14.0
304,Baracoa,CU,2021-10-03 20:04:37,20.3467,-74.4958,83.14,75,84,5.19
305,Karaidel,RU,2021-10-03 20:04:38,55.8337,56.9069,35.69,67,97,5.86
306,Tombouctou,ML,2021-10-03 20:04:38,20.0,-3.0,92.62,11,15,7.25
307,Ilulissat,GL,2021-10-03 20:04:38,69.2167,-51.1,28.42,64,20,2.3
308,Kathu,TH,2021-10-03 20:04:38,7.9178,98.3332,86.7,88,91,8.99
309,Pacific Grove,US,2021-10-03 20:03:32,36.6177,-121.9166,97.61,38,1,1.99
310,Hambantota,LK,2021-10-03 20:04:39,6.1241,81.1185,79.56,83,88,12.5
311,Abu Kamal,SY,2021-10-03 20:00:55,34.4506,40.9171,79.66,34,0,13.78
312,Hobyo,SO,2021-10-03 20:04:39,5.3505,48.5268,78.73,87,55,20.42
313,Bastia,FR,2021-10-03 20:04:39,42.6667,9.3333,72.3,85,0,8.05
314,Matara,LK,2021-10-03 20:04:39,5.9485,80.5353,77.67,89,77,7.92
315,Bandarbeyla,SO,2021-10-03 20:00:50,9.4942,50.8122,78.69,85,94,20.74
316,Morondava,MG,2021-10-03 20:04:40,-20.2833,44.2833,76.44,82,3,8.03
317,Vila Velha,BR,2021-10-03 20:03:58,-20.3297,-40.2925,78.75,78,0,18.41
318,Sabratah,LY,2021-10-03 20:04:40,32.7933,12.4885,78.48,56,1,12.01
319,Sept-Iles,CA,2021-10-03 20:00:07,50.2001,-66.3821,48.78,73,99,0.74
320,Hami,CN,2021-10-03 20:04:40,42.8,93.45,47.28,33,0,4.63
321,Namibe,AO,2021-10-03 20:04:40,-15.1961,12.1522,61.77,85,64,3.44
322,Nizhneivkino,RU,2021-10-03 20:04:41,58.194,49.5214,41.9,74,91,4.29
323,Evanston,US,2021-10-03 20:02:23,42.0411,-87.6901,77.65,77,75,4.0
324,Manokwari,ID,2021-10-03 20:04:41,-0.8667,134.0833,79.11,76,100,5.1
325,Darlowo,PL,2021-10-03 20:04:41,54.421,16.4107,63.95,59,97,17.56
326,Alice Springs,AU,2021-10-03 20:00:14,-23.7,133.8833,53.15,50,0,0.0
327,Cartagena Del Chaira,CO,2021-10-03 20:04:02,1.3349,-74.8429,88.63,56,65,4.38
328,Grand-Lahou,CI,2021-10-03 20:04:41,5.1367,-5.0242,77.09,90,91,6.64
329,Aklavik,CA,2021-10-03 20:02:30,68.2191,-135.0107,34.52,96,100,17.85
330,Coahuayana,MX,2021-10-03 20:03:16,18.7333,-103.6833,89.08,57,99,6.78
331,Beruwala,LK,2021-10-03 20:04:42,6.4788,79.9828,77.9,88,97,4.12
332,Minab,IR,2021-10-03 20:04:42,27.1467,57.0801,85.5,68,100,6.35
333,Ust-Ordynskiy,RU,2021-10-03 20:04:42,52.805,104.7508,28.24,85,93,1.86
334,Ust-Kut,RU,2021-10-03 20:04:43,56.7938,105.7672,34.39,89,100,1.39
335,Bonthe,SL,2021-10-03 20:04:43,7.5264,-12.505,78.6,85,100,5.59
336,Yumen,CN,2021-10-03 20:04:43,40.2833,97.2,42.53,40,100,12.06
337,Grindavik,IS,2021-10-03 20:02:14,63.8424,-22.4338,45.07,87,0,19.57
338,Teya,RU,2021-10-03 20:04:43,60.3778,92.6267,33.03,98,100,2.46
339,Coari,BR,2021-10-03 20:04:44,-4.085,-63.1414,83.53,72,100,1.23
340,Manta,EC,2021-10-03 20:02:59,-0.95,-80.7333,77.61,68,12,16.31
341,Mao,ES,2021-10-03 20:04:44,39.8885,4.2658,73.96,83,75,11.5
342,Maxixe,MZ,2021-10-03 20:04:44,-23.8597,35.3472,72.0,94,99,5.53
343,Dingle,PH,2021-10-03 20:01:13,10.9995,122.6711,75.25,96,100,6.35
344,Luau,AO,2021-10-03 20:04:44,-10.7073,22.2247,72.32,68,96,3.94
345,Paita,PE,2021-10-03 20:04:12,-5.0892,-81.1144,73.96,71,18,19.33
346,Coquimbo,CL,2021-10-03 20:00:28,-29.9533,-71.3436,60.46,63,0,11.01
347,Mabaruma,GY,2021-10-03 20:04:45,8.2,-59.7833,78.19,95,83,4.99
348,Sheridan,US,2021-10-03 20:00:07,44.8333,-106.9173,81.01,13,1,1.01
349,Esperance,AU,2021-10-03 20:00:16,-33.8667,121.9,49.14,71,69,9.57
350,Mosquera,CO,2021-10-03 20:04:45,4.7059,-74.2302,68.09,60,75,3.44
351,Vetluzhskiy,RU,2021-10-03 20:04:45,58.3902,45.4654,43.95,90,100,2.8
352,Matola,MZ,2021-10-03 20:04:46,-25.9622,32.4589,62.55,82,75,16.11
353,Lebu,CL,2021-10-03 20:04:46,-37.6167,-73.65,52.21,71,0,22.24
354,Shetpe,KZ,2021-10-03 20:04:46,44.1667,52.1167,54.01,25,93,13.56
355,Sarh,TD,2021-10-03 20:04:46,9.1429,18.3923,74.16,85,49,3.6
356,Mehamn,NO,2021-10-03 20:04:47,71.0357,27.8492,53.51,66,0,16.11
357,Georgetown,MY,2021-10-03 19:59:55,5.4112,100.3354,81.9,88,20,0.0
358,Qaqortoq,GL,2021-10-03 20:01:52,60.7167,-46.0333,39.7,67,0,8.41
359,Caceres,ES,2021-10-03 20:00:09,39.522,-6.3748,58.8,42,0,12.41
360,Floro,NO,2021-10-03 20:04:47,61.5996,5.0328,57.9,51,75,31.07
361,Anadyr,RU,2021-10-03 20:01:10,64.75,177.4833,35.01,93,100,13.0
362,Kortkeros,RU,2021-10-03 20:04:47,61.8106,51.5806,26.6,86,22,2.48
363,Faanui,PF,2021-10-03 20:04:48,-16.4833,-151.75,78.66,70,52,10.54
364,Padang,ID,2021-10-03 20:04:48,-0.9492,100.3543,77.04,87,94,2.66
365,Iguape,BR,2021-10-03 20:04:48,-24.7081,-47.5553,69.31,97,100,1.39
366,Lata,PT,2021-10-03 20:04:48,40.1629,-8.3327,59.07,83,16,1.9
367,San Quintin,MX,2021-10-03 20:04:49,30.4833,-115.95,80.1,39,100,8.97
368,Verkhnevilyuysk,RU,2021-10-03 20:04:49,63.4453,120.3167,27.12,88,93,4.0
369,Senno,RU,2021-10-03 20:03:13,59.5336,33.9167,39.72,89,7,4.81
370,Bathsheba,BB,2021-10-03 20:02:08,13.2167,-59.5167,83.35,71,20,19.06
371,Machali,CL,2021-10-03 20:00:49,-34.1833,-70.6667,64.24,36,0,7.65
372,San Ciro De Acosta,MX,2021-10-03 20:04:49,21.6333,-99.8167,80.62,56,81,8.23
373,Sitka,US,2021-10-03 20:04:49,57.0531,-135.33,44.49,76,75,6.91
374,Leshukonskoye,RU,2021-10-03 20:01:25,64.8989,45.7622,43.16,94,100,4.76
375,Aksarka,RU,2021-10-03 20:00:52,66.5606,67.7975,28.9,78,86,8.1
376,Bambous Virieux,MU,2021-10-03 20:01:42,-20.3428,57.7575,73.22,80,27,16.37
377,Eyl,SO,2021-10-03 20:04:50,7.9803,49.8164,77.99,85,58,16.89
378,Roald,NO,2021-10-03 20:04:50,62.5833,6.1333,59.92,71,0,4.61
379,Zemio,CF,2021-10-03 20:04:50,5.0314,25.1361,69.67,93,90,2.91
380,Curaca,BR,2021-10-03 20:04:50,-8.9903,-39.9094,94.55,17,0,14.05
381,Arrecife,ES,2021-10-03 20:04:51,28.963,-13.5477,73.47,73,20,14.97
382,Ancud,CL,2021-10-03 20:02:17,-41.8697,-73.8203,49.33,68,99,11.16
383,Atikokan,CA,2021-10-03 20:04:51,48.7555,-91.6216,66.96,53,8,3.62
384,Batsfjord,NO,2021-10-03 20:04:51,70.6345,29.7185,53.53,71,0,36.82
385,Alofi,NU,2021-10-03 20:01:01,-19.0595,-169.9187,76.57,78,74,25.66
386,Carros,FR,2021-10-03 20:04:51,43.7894,7.184,64.42,87,75,6.91
387,Progreso,MX,2021-10-03 20:04:52,21.2833,-89.6667,93.31,65,29,14.88
388,Marsh Harbour,BS,2021-10-03 20:00:09,26.5412,-77.0636,80.47,66,1,10.49
389,Carutapera,BR,2021-10-03 20:04:52,-1.195,-46.02,82.98,70,100,11.07
390,Kindia,GN,2021-10-03 20:04:52,10.0569,-12.8658,73.26,93,91,1.32
391,Ostrovnoy,RU,2021-10-03 20:01:24,68.0531,39.5131,44.33,87,15,21.45
392,Sistranda,NO,2021-10-03 20:04:52,63.7256,8.834,55.9,89,100,19.01
393,Wonopringgo,ID,2021-10-03 20:04:53,-6.9833,109.6167,76.93,82,87,5.32
394,Hit,IQ,2021-10-03 20:04:53,33.6416,42.8251,82.36,29,0,10.47
395,Vostok,RU,2021-10-03 20:04:53,46.4856,135.8833,44.22,97,100,3.65
396,Bubaque,GW,2021-10-03 20:04:53,11.2833,-15.8333,82.31,72,98,3.6
397,Haines Junction,CA,2021-10-03 20:04:54,60.7522,-137.5108,34.41,90,100,3.6
398,Paamiut,GL,2021-10-03 20:01:22,61.994,-49.6678,39.47,72,0,7.38
399,Bereda,ES,2021-10-03 20:04:54,43.2686,-7.5406,53.91,98,14,2.62
400,Santa Isabel,BR,2021-10-03 20:04:54,-23.3156,-46.2214,70.38,94,72,7.85
401,Broome,US,2021-10-03 20:04:54,42.2506,-75.833,67.55,80,90,1.01
402,Kang,BW,2021-10-03 20:04:55,-23.6752,22.7876,58.37,18,0,8.1
403,Southwick,US,2021-10-03 20:04:55,42.0548,-72.7704,75.07,84,90,0.0
404,Makinsk,KZ,2021-10-03 20:04:55,52.6292,70.4169,26.85,90,100,12.01
405,Los Negros,BO,2021-10-03 20:04:55,-17.7333,-63.4333,92.52,40,50,9.66
406,Lasa,IT,2021-10-03 20:02:59,46.6166,10.7002,58.03,97,92,5.48
407,Loikaw,MM,2021-10-03 20:04:56,19.6742,97.2094,65.53,95,17,2.1
408,Kamaishi,JP,2021-10-03 20:04:56,39.2667,141.8833,63.01,89,2,10.69
409,Elat,IL,2021-10-03 20:04:56,29.5581,34.9482,80.44,47,0,16.11
410,Lompoc,US,2021-10-03 20:04:56,34.6391,-120.4579,98.22,31,2,4.0
411,Kajansi,UG,2021-10-03 20:04:57,0.2081,32.5222,63.52,90,100,3.24
412,Weatherford,US,2021-10-03 20:04:57,32.7593,-97.7972,86.59,49,60,7.0
413,Novoorsk,RU,2021-10-03 20:04:57,51.381,58.9813,40.37,68,91,12.73
414,Nshamba,TZ,2021-10-03 20:04:57,-1.7983,31.5511,63.9,84,73,5.1
415,West Fargo,US,2021-10-03 20:04:33,46.875,-96.9004,75.2,36,1,5.01
416,Labuhan,ID,2021-10-03 20:04:58,-6.8844,112.2051,77.88,76,100,11.68
417,Maria Aurora,PH,2021-10-03 20:04:58,15.7967,121.4737,73.83,96,97,1.52
418,Ndele,CF,2021-10-03 20:04:58,8.4109,20.6473,70.95,89,43,1.41
419,Zharkent,KZ,2021-10-03 20:04:58,44.1628,80.0,46.31,37,100,3.38
420,Fort-Shevchenko,KZ,2021-10-03 20:03:33,44.5086,50.263,58.73,39,99,20.02
421,Natal,BR,2021-10-03 20:04:59,-5.795,-35.2094,83.05,61,20,11.5
422,Ambilobe,MG,2021-10-03 20:04:59,-13.2,49.05,70.2,80,10,4.18
423,Svaty Jur,SK,2021-10-03 20:04:59,48.2522,17.2154,66.42,74,11,15.37
424,Rio Grande,BR,2021-10-03 20:00:23,-32.035,-52.0986,62.94,78,100,17.07
425,Nador,MA,2021-10-03 20:03:18,35.174,-2.9287,70.05,73,0,11.5
426,Saint-Augustin,CA,2021-10-03 20:05:00,51.226,-58.6502,42.44,91,100,8.37
427,Bulaevo,KZ,2021-10-03 20:05:00,54.9056,70.4439,30.87,93,100,8.61
428,Edd,ER,2021-10-03 20:05:00,13.9297,41.6925,87.3,71,100,5.53
429,Kristiansand,NO,2021-10-03 20:05:00,58.1467,7.9956,56.86,94,75,3.44
430,Batemans Bay,AU,2021-10-03 20:00:09,-35.7167,150.1833,55.9,93,66,4.0
431,Abnub,EG,2021-10-03 20:05:01,27.2696,31.1511,76.26,40,0,10.4
432,Navahrudak,BY,2021-10-03 20:05:01,53.6,25.8333,46.96,69,48,12.84
433,Saint John,CA,2021-10-03 20:00:32,45.2727,-66.0677,57.52,62,96,1.99
434,Bull Savanna,JM,2021-10-03 20:05:01,17.8868,-77.5902,83.23,68,20,15.08
435,Loandjili,CG,2021-10-03 20:05:04,-4.7561,11.8578,76.15,81,78,8.23
436,Bogorodskoye,RU,2021-10-03 20:05:04,56.55,37.8833,39.76,84,89,5.14
437,Luganville,VU,2021-10-03 20:05:04,-15.5333,167.1667,78.94,85,14,4.99
438,Cabedelo,BR,2021-10-03 20:00:47,-6.9811,-34.8339,79.41,73,5,11.45
439,Colmenar Viejo,ES,2021-10-03 20:05:05,40.6591,-3.7676,58.71,54,1,5.01
440,Isabela,PH,2021-10-03 20:05:05,6.7085,121.9711,79.41,84,100,14.74
441,Bermeo,ES,2021-10-03 20:05:06,43.4209,-2.7215,59.83,76,12,10.47
442,Kapoeta,SS,2021-10-03 20:00:29,4.7717,33.5903,76.59,71,72,4.43
443,Metairie,US,2021-10-03 20:05:06,29.9841,-90.1528,86.05,74,75,4.0
444,Jumla,NP,2021-10-03 20:05:06,29.2747,82.1838,55.8,89,75,2.3
445,Enniscorthy,IE,2021-10-03 20:05:07,52.5008,-6.5578,52.16,93,50,7.09
446,Port Shepstone,ZA,2021-10-03 20:05:07,-30.7414,30.455,61.02,64,100,4.5
447,Port Lincoln,AU,2021-10-03 20:00:30,-34.7333,135.8667,52.54,63,58,26.11
448,Voyinka,UA,2021-10-03 20:05:07,45.8699,33.9914,55.53,63,8,12.19
449,Manaure,CO,2021-10-03 20:05:07,11.7751,-72.4445,90.79,54,83,16.58
450,Alto Araguaia,BR,2021-10-03 20:05:08,-17.3147,-53.2153,89.71,34,94,9.28
451,Gushikawa,JP,2021-10-03 20:05:08,26.3544,127.8686,80.19,61,1,10.36
452,Antofagasta,CL,2021-10-03 20:01:32,-23.65,-70.4,62.78,70,26,12.15
453,Limbang,MY,2021-10-03 20:05:08,4.75,115.0,75.31,96,100,3.0
454,Alekseyevka,RU,2021-10-03 20:05:08,50.6309,38.6903,50.79,63,72,5.97
455,Erdenet,MN,2021-10-03 20:05:09,49.0333,104.0833,28.74,94,16,1.41
456,Novopavlovka,RU,2021-10-03 20:05:09,51.2172,109.2091,30.85,98,88,3.47
457,Miranda,CO,2021-10-03 20:00:30,3.2499,-76.2281,84.65,60,64,2.1
458,Erzin,TR,2021-10-03 20:05:09,36.9559,36.2,73.99,64,0,1.95
459,Ardakan,IR,2021-10-03 20:05:09,32.31,54.0175,73.78,27,0,7.31
460,Belyy Yar,RU,2021-10-03 20:05:10,53.6039,91.3903,28.29,86,59,2.24
461,Bonavista,CA,2021-10-03 20:05:10,48.6499,-53.1147,57.11,89,84,12.48
462,Penapolis,BR,2021-10-03 20:05:10,-21.4197,-50.0775,91.83,33,45,10.87
463,Mansa,IN,2021-10-03 20:05:10,29.9833,75.3833,84.63,54,86,3.87
464,Denizli,TR,2021-10-03 20:00:30,37.8402,29.0698,59.92,43,0,3.53
465,Papara,BR,2021-10-03 20:05:11,-3.9839,-38.7273,81.0,62,2,8.21
466,Aljezur,PT,2021-10-03 20:05:11,37.3191,-8.8033,63.63,66,100,15.59
467,Tabuk,PH,2021-10-03 20:05:11,17.4189,121.4443,73.71,94,69,2.57
468,Singkang,MY,2021-10-03 20:05:12,2.1006,102.7994,74.91,89,58,0.81
469,Bam,IR,2021-10-03 20:02:38,29.106,58.357,77.58,19,4,10.76
470,Chodavaram,IN,2021-10-03 20:05:12,17.8333,82.95,82.24,87,22,1.23
471,Chama,CH,2021-10-03 20:05:12,47.1821,8.4636,64.36,77,90,2.3
472,Severo-Yeniseyskiy,RU,2021-10-03 20:05:13,60.3725,93.0408,30.47,99,100,1.77
473,Phan Thiet,VN,2021-10-03 20:05:13,10.9333,108.1,76.28,90,100,3.94
474,Diego De Almagro,CL,2021-10-03 20:05:13,-26.3667,-70.05,74.97,12,2,12.35
475,Sijunjung,ID,2021-10-03 20:05:14,-0.6876,100.9537,72.0,97,95,1.72
476,Lagunas,PE,2021-10-03 20:05:14,-5.2269,-75.6753,90.3,52,99,3.78
477,Kemijarvi,FI,2021-10-03 20:05:14,66.7131,27.4306,46.62,80,100,12.39
478,Tautira,PF,2021-10-03 20:05:14,-17.7333,-149.15,82.42,78,9,11.21
479,Tamiahua,MX,2021-10-03 20:05:15,21.2667,-97.45,85.75,64,59,10.16
480,Vardo,NO,2021-10-03 20:00:47,70.3705,31.1107,50.2,76,100,28.23
481,Miquelon,PM,2021-10-03 20:05:15,47.0975,-56.3814,59.14,68,5,11.18
482,Fort Nelson,CA,2021-10-03 20:00:30,58.8053,-122.7002,50.7,31,87,9.15
483,Dire,ML,2021-10-03 20:05:15,12.2833,-10.9667,78.33,76,66,0.47
484,Hirara,JP,2021-10-03 20:05:15,24.8,125.2833,82.92,72,1,20.38
485,Le Port,RE,2021-10-03 20:05:12,-20.9373,55.2919,71.62,76,2,5.14
486,Uige,AO,2021-10-03 20:05:16,-7.6087,15.0613,74.12,64,61,6.04
487,Barcelos,PT,2021-10-03 20:05:16,41.5388,-8.6151,60.85,76,29,3.15
488,Moanda,GA,2021-10-03 20:05:16,-1.5575,13.2178,71.65,96,98,2.21
489,Anloga,GH,2021-10-03 20:05:17,5.7947,0.8973,80.2,84,17,11.77
490,Mountain Home,US,2021-10-03 20:05:17,43.133,-115.6912,77.74,17,1,10.36
491,Nouadhibou,MR,2021-10-03 20:00:31,20.931,-17.0347,73.18,74,0,21.68
492,Wewak,PG,2021-10-03 20:05:17,-3.5534,143.6268,77.11,88,28,5.28
493,Bombay,IN,2021-10-03 20:02:01,19.0144,72.8479,84.18,89,40,0.0
494,Kavaratti,IN,2021-10-03 20:02:53,10.5669,72.642,81.59,79,100,10.63
495,Herat,AF,2021-10-03 20:05:17,34.5,62.0,51.12,23,0,12.3
496,Ewa Beach,US,2021-10-03 20:01:09,21.3156,-158.0072,81.7,86,90,0.0
497,Batetskiy,RU,2021-10-03 20:05:18,58.6461,30.3027,43.45,90,10,7.87
498,Khromtau,KZ,2021-10-03 20:05:18,50.2503,58.4347,45.82,56,100,6.04
499,Waingapu,ID,2021-10-03 20:05:18,-9.6567,120.2641,74.89,81,87,5.01
500,Jinchang,CN,2021-10-03 20:03:46,38.4953,102.1739,47.43,56,63,3.2
501,Moron,AR,2021-10-03 20:05:18,-34.6534,-58.6198,62.02,33,69,11.23
502,Kinsale,IE,2021-10-03 20:05:19,51.7075,-8.5306,49.23,93,20,6.91
503,Touros,BR,2021-10-03 20:03:53,-5.1989,-35.4608,83.3,70,11,16.35
504,Vestmannaeyjar,IS,2021-10-03 20:05:19,63.4427,-20.2734,46.85,82,76,3.74
505,Dourbali,TD,2021-10-03 20:05:19,11.8091,15.8632,86.7,44,74,7.65
506,Ocosingo,MX,2021-10-03 20:05:20,17.0667,-92.25,78.64,43,42,6.49
507,Klaksvik,FO,2021-10-03 20:05:20,62.2266,-6.589,47.32,94,100,29.44
508,Discovery Bay,US,2021-10-03 20:05:20,37.9085,-121.6002,90.16,28,1,6.91
509,Cap Malheureux,MU,2021-10-03 20:02:11,-19.9842,57.6142,73.47,74,19,8.01
510,Ferrol,ES,2021-10-03 20:05:20,43.4832,-8.2369,58.33,78,57,8.68
511,Vuktyl,RU,2021-10-03 20:05:21,63.8567,57.3094,30.74,85,67,1.66
512,Cortez,US,2021-10-03 20:05:21,37.3489,-108.5859,70.93,36,1,0.0
513,Tarko-Sale,RU,2021-10-03 20:05:21,64.9225,77.785,26.64,87,60,7.18
514,Vestmanna,FO,2021-10-03 20:01:38,62.1564,-7.1664,45.52,100,90,41.43
515,Santa Rosa,PH,2021-10-03 20:03:52,14.3122,121.1114,79.92,88,100,4.83
516,Lulea,SE,2021-10-03 20:05:21,65.5842,22.1547,51.87,82,75,23.02
517,Longyearbyen,SJ,2021-10-03 20:03:21,78.2186,15.6401,37.24,93,75,2.3
518,Melfort,CA,2021-10-03 20:05:22,52.8667,-104.6177,68.05,24,8,10.49
519,Pareora,NZ,2021-10-03 20:05:22,-44.4871,171.2132,51.19,97,100,13.49
520,Maridi,SS,2021-10-03 20:05:22,4.9158,29.4742,66.54,97,38,3.87
521,Barmer,IN,2021-10-03 20:05:23,25.75,71.3833,83.23,66,6,13.67
522,Cosamaloapan,MX,2021-10-03 20:05:23,18.3667,-95.8,87.13,62,49,7.7
523,Dera Bugti,PK,2021-10-03 20:05:23,29.0307,69.151,85.5,47,8,2.35
524,Tazovskiy,RU,2021-10-03 20:05:23,67.4667,78.7,33.35,88,100,9.33
525,Noumea,NC,2021-10-03 20:05:24,-22.2763,166.4572,78.01,99,2,3.15
526,Kostomuksha,RU,2021-10-03 20:05:24,64.571,30.5767,44.26,86,91,10.58
527,Plettenberg Bay,ZA,2021-10-03 20:05:24,-34.0527,23.3716,51.39,81,23,7.36
528,Cayenne,GF,2021-10-03 20:00:52,4.9333,-52.3333,89.64,71,0,5.01
529,Birmitrapur,IN,2021-10-03 20:05:24,22.4,84.7667,74.62,91,92,2.24
530,Tarumovka,RU,2021-10-03 20:05:25,44.0761,46.5361,61.2,54,100,16.2
531,Voh,NC,2021-10-03 20:05:25,-20.9667,164.7,73.98,86,18,4.34
532,Bhindar,IN,2021-10-03 20:05:25,24.5,74.1833,76.21,83,4,4.99
533,Eureka,US,2021-10-03 20:03:13,40.8021,-124.1637,82.67,84,21,1.01
534,Winnemucca,US,2021-10-03 20:05:26,40.973,-117.7357,80.65,10,1,6.91
535,Zarubino,RU,2021-10-03 20:05:26,42.63,131.0922,62.51,87,100,4.85
536,Lewiston,US,2021-10-03 20:05:26,44.1003,-70.2148,57.47,96,90,4.61
537,Boa Vista,BR,2021-10-03 20:05:26,2.8197,-60.6733,94.98,41,40,8.05
538,Trairi,BR,2021-10-03 20:05:15,-3.2778,-39.2689,81.37,74,0,13.58
539,Puerto Colombia,CO,2021-10-03 20:05:27,10.9878,-74.9547,86.09,74,100,10.83
540,Guzelyurt,TR,2021-10-03 20:05:27,38.2772,34.3719,45.39,58,0,1.81
541,Hangu,CN,2021-10-03 20:05:27,39.2489,117.7892,64.44,72,100,15.3
542,Garowe,SO,2021-10-03 20:05:27,8.4054,48.4845,78.1,69,100,15.75
543,Svetlogorsk,BY,2021-10-03 20:05:28,52.6333,29.7333,46.85,73,100,7.49
544,Ambunti,PG,2021-10-03 20:05:28,-4.2365,142.8448,73.33,99,76,0.92
545,Sergeyevka,KZ,2021-10-03 20:05:28,53.88,67.4158,31.3,80,81,8.97
546,Toora-Khem,RU,2021-10-03 20:05:28,52.4675,96.11,23.61,72,98,1.68
547,Mount Gambier,AU,2021-10-03 20:02:34,-37.8333,140.7667,47.16,93,29,14.58
548,Itaqui,BR,2021-10-03 20:05:29,-29.1253,-56.5531,65.16,64,100,17.34
549,Hun,LY,2021-10-03 20:05:29,29.1268,15.9477,80.06,32,2,7.49
550,Loja,EC,2021-10-03 20:01:36,-3.9931,-79.2042,70.86,58,86,1.77
551,Lavrentiya,RU,2021-10-03 20:05:29,65.5833,-171.0,24.6,70,15,3.06
552,Vila Do Maio,CV,2021-10-03 20:05:30,15.1333,-23.2167,81.39,78,38,7.23
553,Namatanai,PG,2021-10-03 20:05:30,-3.6667,152.4333,79.18,79,96,5.21
554,Suhbaatar,MN,2021-10-03 20:05:30,50.2314,106.2078,32.18,94,50,0.67
555,Madison,US,2021-10-03 20:02:58,34.7334,-86.5667,73.51,89,90,1.01
